scientific_name;common_name;meaning;diet;length_m;weight_kg;height_m;locomotion;period;lived_in;behavior_notes;first_discovered;fossil_location;notable_features;intelligence_level;source_link;row_index
Aratasaurus;Aratasaurus;Arata lizard;Carnivore;7.0;400.0;2.0;Bipedal;Late Cretaceous;South America;Theropod dinosaur;2019;Brazil;Medium predator;Medium;https://en.wikipedia.org/wiki/Aratasaurus;1225
Archaeocursor;Archaeocursor;Ancient runner;Carnivore;1.2;10.0;0.4;Bipedal;Jurassic;Europe;Theropod dinosaur;2011;Portugal;Small theropod;Small;https://en.wikipedia.org/wiki/Archaeocursor;1226
Ardetosaurus;Ardetosaurus;Ardeto lizard;Carnivore;4.0;200.0;1.0;Bipedal;Late Cretaceous;Asia;Theropod dinosaur;1975;India;Small predator;Small;https://en.wikipedia.org/wiki/Ardetosaurus;1227
Arrudatitan;Arrudatitan;Arruda titan;Herbivore;25.0;40000.0;7.0;Quadrupedal;Late Cretaceous;South America;Sauropod dinosaur;2011;Brazil;Large sauropod;Large;https://en.wikipedia.org/wiki/Arrudatitan;1228
Asfaltovenator;Asfaltovenator;Asfalto hunter;Carnivore;8.0;2000.0;3.0;Bipedal;Late Jurassic;South America;Theropod dinosaur;2019;Argentina;Large predator;Large;https://en.wikipedia.org/wiki/Asfaltovenator;1229
Asiatyrannus;Asiatyrannus;Asian tyrant;Carnivore;5.5;600.0;2.0;Bipedal;Early Cretaceous;Asia;Theropod dinosaur;2002;Asia;Medium predator;Medium;https://en.wikipedia.org/wiki/Asiatyrannus;1230
Asilisaurus;Asilisaurus;Asili lizard;Omnivore;3.0;100.0;1.0;Bipedal;Triassic;Africa;Theropod dinosaur;2010;Tanzania;Small theropod;Small;https://en.wikipedia.org/wiki/Asilisaurus;1231
Astigmasaura;Astigmasaura;Astigmas lizard;Herbivore;4.0;500.0;1.5;Quadrupedal;Late Jurassic;Asia;Sauropod dinosaur;2015;China;Medium sauropod;Medium;https://en.wikipedia.org/wiki/Astigmasaura;1232
Austroposeidon;Austroposeidon;Austro titan;Herbivore;25.0;40000.0;7.0;Quadrupedal;Late Cretaceous;South America;Sauropod dinosaur;2016;Brazil;Large sauropod;Large;https://en.wikipedia.org/wiki/Austroposeidon;1233
Baalsaurus;Baalsaurus;Baal lizard;Herbivore;6.0;3000.0;2.5;Quadrupedal;Late Cretaceous;South America;Sauropod dinosaur;2018;Argentina;Medium sauropod;Medium;https://en.wikipedia.org/wiki/Baalsaurus;1234
Bagualia;Bagualia;Bagual giant;Herbivore;15.0;15000.0;5.0;Quadrupedal;Late Jurassic;South America;Sauropod dinosaur;2021;Argentina;Large sauropod;Large;https://en.wikipedia.org/wiki/Bagualia;1235
Bagualosaurus;Bagualosaurus;Bagual lizard;Herbivore;12.0;12000.0;4.5;Quadrupedal;Late Jurassic;South America;Sauropod dinosaur;2015;Argentina;Medium-large sauropod;Medium;https://en.wikipedia.org/wiki/Bagualosaurus;1236
Baiyinosaurus;Baiyinosaurus;Baiyin lizard;Herbivore;10.0;8000.0;3.5;Quadrupedal;Late Jurassic;Asia;Sauropod dinosaur;2016;China;Medium sauropod;Medium;https://en.wikipedia.org/wiki/Baiyinosaurus;1237
Bannykus;Bannykus;Banni claw;Carnivore;1.0;10.0;0.3;Bipedal;Late Cretaceous;Asia;Theropod dinosaur;2010;China;Small theropod;Small;https://en.wikipedia.org/wiki/Bannykus;1238
Bashanosaurus;Bashanosaurus;Bashan lizard;Herbivore;8.0;4000.0;3.0;Quadrupedal;Late Jurassic;Asia;Sauropod dinosaur;2021;China;Medium sauropod;Medium;https://en.wikipedia.org/wiki/Bashanosaurus;1239
Bayannurosaurus;Bayannurosaurus;Bayannur lizard;Herbivore;10.0;9000.0;3.5;Quadrupedal;Late Jurassic;Asia;Sauropod dinosaur;2019;China;Medium sauropod;Medium;https://en.wikipedia.org/wiki/Bayannurosaurus;1240
Beibeilong;Beibeilong;Beibei dragon;Herbivore;8.5;4000.0;3.0;Quadrupedal;Late Cretaceous;Asia;Sauropod dinosaur;2017;China;Medium sauropod;Medium;https://en.wikipedia.org/wiki/Beibeilong;1241
Beipiaognathus;Beipiaognathus;Beipiao jaw;Omnivore;2.0;30.0;1.0;Bipedal;Late Cretaceous;Asia;Theropod dinosaur;2016;China;Small feathered theropod;Small;https://en.wikipedia.org/wiki/Beipiaognathus;1242
Berthasaura;Berthasaura;Bertha lizard;Omnivore;1.0;10.0;0.3;Bipedal;Late Cretaceous;South America;Theropod dinosaur;2018;Argentina;Small theropod;Small;https://en.wikipedia.org/wiki/Berthasaura;1243
Bisticeratops;Bisticeratops;Bisti horned face;Herbivore;4.0;1000.0;1.5;Quadrupedal;Late Cretaceous;North America;Ceratopsian dinosaur;2016;USA;Medium ceratopsian;Medium;https://en.wikipedia.org/wiki/Bisticeratops;1244
Bonapartesaurus;Bonapartesaurus;Bonaparte's lizard;Herbivore;7.0;3000.0;2.5;Quadrupedal;Late Cretaceous;South America;Sauropod dinosaur;2012;Argentina;Medium sauropod;Medium;https://en.wikipedia.org/wiki/Bonapartesaurus;1245
Borealopelta;Borealopelta;Northern shield;Herbivore;5.5;1500.0;2.0;Quadrupedal;Late Cretaceous;North America;Ankylosaur dinosaur;2017;Canada;Armored dinosaur;Medium;https://en.wikipedia.org/wiki/Borealopelta;1246
Boreonykus;Boreonykus;Northern claw;Carnivore;2.0;40.0;1.0;Bipedal;Late Cretaceous;North America;Theropod dinosaur;2016;Canada;Small theropod;Small;https://en.wikipedia.org/wiki/Boreonykus;1247
Bravasaurus;Bravasaurus;Brava lizard;Herbivore;12.0;12000.0;4.0;Quadrupedal;Late Cretaceous;South America;Sauropod dinosaur;2020;Argentina;Large sauropod;Large;https://en.wikipedia.org/wiki/Bravasaurus;1248
Brighstoneus;Brighstoneus;Brighstone lizard;Herbivore;8.0;4000.0;3.0;Bipedal;Early Cretaceous;Europe;Theropod dinosaur;2021;UK;Medium theropod;Medium;https://en.wikipedia.org/wiki/Brighstoneus;1249
Buriolestes;Buriolestes;Buriol robber;Carnivore;2.0;30.0;1.0;Bipedal;Late Triassic;South America;Theropod dinosaur;2016;Brazil;Small theropod;Small;https://en.wikipedia.org/wiki/Buriolestes;1250
Bustingorrytitan;Bustingorrytitan;Bustingorry titan;Herbivore;30.0;40000.0;7.5;Quadrupedal;Late Cretaceous;South America;Sauropod dinosaur;2019;Argentina;Large sauropod;Large;https://en.wikipedia.org/wiki/Bustingorrytitan;1251
Caenagnathus;Caenagnathus;Recent jaw;Omnivore;2.0;20.0;0.7;Bipedal;Late Cretaceous;North America;Theropod dinosaur;1997;USA;Small theropod;Small;https://en.wikipedia.org/wiki/Caenagnathus;1252
Caieiria;Caieiria;Caieiria lizard;Herbivore;8.0;3000.0;3.0;Quadrupedal;Late Cretaceous;Africa;Sauropod dinosaur;2016;Tanzania;Medium sauropod;Medium;https://en.wikipedia.org/wiki/Caieiria;1253
Caihong;Caihong;Rainbow;Omnivore;1.5;10.0;0.5;Bipedal;Late Jurassic;Asia;Theropod dinosaur;2014;China;Small feathered theropod;Small;https://en.wikipedia.org/wiki/Caihong;1254
Caletodraco;Caletodraco;Caleto dragon;Herbivore;6.0;2000.0;2.5;Quadrupedal;Late Cretaceous;South America;Sauropod dinosaur;2019;Argentina;Medium sauropod;Medium;https://en.wikipedia.org/wiki/Caletodraco;1255
Calvarius;Calvarius;Calvary (hill);Omnivore;1.5;20.0;0.5;Bipedal;Late Cretaceous;Europe;Theropod dinosaur;2020;Spain;Small theropod;Small;https://en.wikipedia.org/wiki/Calvarius;1256
Campananeyen;Campananeyen;Campana stone;Herbivore;10.0;8000.0;3.5;Quadrupedal;Late Cretaceous;South America;Sauropod dinosaur;2019;Argentina;Large sauropod;Large;https://en.wikipedia.org/wiki/Campananeyen;1257
Ceratosuchops;Ceratosuchops;Horned crocodile face;Carnivore;8.0;2000.0;3.0;Bipedal;Late Cretaceous;Europe;Theropod dinosaur;2019;UK;Large predator;Large;https://en.wikipedia.org/wiki/Ceratosuchops;1258
Chadtitan;Chadtitan;Chad titan;Herbivore;28.0;40000.0;7.0;Quadrupedal;Late Cretaceous;Africa;Sauropod dinosaur;2021;Chad;Large sauropod;Large;https://en.wikipedia.org/wiki/Chadtitan;1259
Chakisaurus;Chakisaurus;Chaka lizard;Herbivore;8.0;3500.0;3.0;Quadrupedal;Late Cretaceous;Africa;Sauropod dinosaur;2019;Morocco;Medium sauropod;Medium;https://en.wikipedia.org/wiki/Chakisaurus;1260
Changmiania;Changmiania;Changmian lizard;Herbivore;1.2;10.0;0.3;Bipedal;Early Cretaceous;Asia;Ornithopod dinosaur;2019;China;Small ornithopod;Small;https://en.wikipedia.org/wiki/Changmiania;1261
Chassternbergia;Chassternbergia;Named after Sternberg;Herbivore;7.0;3500.0;2.5;Quadrupedal;Late Cretaceous;North America;Sauropod dinosaur;2019;Canada;Medium sauropod;Medium;https://en.wikipedia.org/wiki/Chassternbergia;1262
Choconsaurus;Choconsaurus;Chocon lizard;Herbivore;10.0;9000.0;3.5;Quadrupedal;Late Cretaceous;South America;Sauropod dinosaur;2019;Argentina;Large sauropod;Large;https://en.wikipedia.org/wiki/Choconsaurus;1263
Chucarosaurus;Chucarosaurus;Chucaro lizard;Herbivore;9.0;8000.0;3.0;Quadrupedal;Late Cretaceous;South America;Sauropod dinosaur;2019;Argentina;Medium-large sauropod;Medium;https://en.wikipedia.org/wiki/Chucarosaurus;1264
Cienciargentina;Cienciargentina;Science Argentina;Herbivore;10.0;8500.0;3.5;Quadrupedal;Late Cretaceous;South America;Sauropod dinosaur;2019;Argentina;Medium-large sauropod;Medium;https://en.wikipedia.org/wiki/Cienciargentina;1265
Citipes;Citipes;Citi foot;Carnivore;2.0;50.0;1.0;Bipedal;Late Cretaceous;North America;Theropod dinosaur;2017;USA;Small theropod;Small;https://en.wikipedia.org/wiki/Citipes;1266
Coahuilasaurus;Coahuilasaurus;Coahuila lizard;Herbivore;7.0;3500.0;2.5;Quadrupedal;Late Cretaceous;North America;Sauropod dinosaur;1994;Mexico;Medium sauropod;Medium;https://en.wikipedia.org/wiki/Coahuilasaurus;1267
Comptonatus;Comptonatus;Compton lizard;Herbivore;6.0;2500.0;2.3;Bipedal;Late Jurassic;North America;Theropod dinosaur;1998;USA;Medium theropod;Medium;https://en.wikipedia.org/wiki/Comptonatus;1268
Convolosaurus;Convolosaurus;Convolo lizard;Herbivore;3.0;500.0;1.0;Bipedal;Early Cretaceous;North America;Ornithopod dinosaur;2014;USA;Small ornithopod;Small;https://en.wikipedia.org/wiki/Convolosaurus;1269
Corythoraptor;Corythoraptor;Coryth helmet hunter;Carnivore;2.5;50.0;1.2;Bipedal;Late Cretaceous;Asia;Theropod dinosaur;2019;China;Small theropod;Small;https://en.wikipedia.org/wiki/Corythoraptor;1270
Crittendenceratops;Crittendenceratops;Crittenden horned face;Herbivore;4.5;1000.0;1.5;Quadrupedal;Late Cretaceous;North America;Ceratopsian dinosaur;2019;USA;Medium ceratopsian;Medium;https://en.wikipedia.org/wiki/Crittendenceratops;1271
Daliansaurus;Daliansaurus;Dalian lizard;Carnivore;1.2;15.0;0.5;Bipedal;Late Jurassic;Asia;Theropod dinosaur;2015;China;Small theropod;Small;https://en.wikipedia.org/wiki/Daliansaurus;1272
Datai;Datai;Datai lizard;Herbivore;7.0;3500.0;2.5;Quadrupedal;Late Jurassic;Asia;Sauropod dinosaur;2019;China;Medium sauropod;Medium;https://en.wikipedia.org/wiki/Datai;1273
Datonglong;Datonglong;Datong dragon;Herbivore;8.0;4000.0;3.0;Quadrupedal;Late Cretaceous;Asia;Sauropod dinosaur;2016;China;Medium sauropod;Medium;https://en.wikipedia.org/wiki/Datonglong;1274
Daurlong;Daurlong;Daurlong;Herbivore;3.5;700.0;1.2;Bipedal;Late Cretaceous;Asia;Theropod dinosaur;2020;Russia;Small theropod;Small;https://en.wikipedia.org/wiki/Daurlong;1275
Denversaurus;Denversaurus;Denver lizard;Herbivore;5.0;2000.0;2.0;Quadrupedal;Late Cretaceous;North America;Ankylosaur dinosaur;1995;USA;Medium ankylosaur;Medium;https://en.wikipedia.org/wiki/Denversaurus;1276
Dilong (genus also refers to a mythological Earth Dragon);Dilong;Dilong (Earth dragon);Carnivore;2.0;50.0;1.0;Bipedal;Early Cretaceous;Asia;Theropod dinosaur;2004;China;Small tyrannosauroid;Small;https://en.wikipedia.org/wiki/Dilong;1277
Dineobellator;Dineobellator;Swift warrior;Carnivore;2.0;40.0;1.0;Bipedal;Late Cretaceous;North America;Theropod dinosaur;2019;USA;Small raptor;Small;https://en.wikipedia.org/wiki/Dineobellator;1278
Diodorus;Diodorus;Diodorus lizard;Carnivore;2.5;100.0;1.2;Bipedal;Late Cretaceous;North America;Theropod dinosaur;2007;USA;Small theropod;Small;https://en.wikipedia.org/wiki/Diodorus;1279
Diuqin;Diuqin;Diuqin lizard;Herbivore;7.0;3500.0;2.5;Quadrupedal;Late Jurassic;Asia;Sauropod dinosaur;2018;China;Medium sauropod;Medium;https://en.wikipedia.org/wiki/Diuqin;1280
Dornraptor;Dornraptor;Thorn thief;Carnivore;3.0;80.0;1.5;Bipedal;Late Jurassic;Europe;Theropod dinosaur;2016;UK;Small theropod;Small;https://en.wikipedia.org/wiki/Dornraptor;1281
Dravidosaurus;Dravidosaurus;Dravido lizard;Herbivore;5.0;2000.0;2.0;Quadrupedal;Late Cretaceous;Asia;Stegosaur dinosaur;1986;India;Medium stegosaur;Medium;https://en.wikipedia.org/wiki/Dravidosaurus;1282
Dromomeron;Dromomeron;Running femur;Carnivore;1.0;15.0;0.4;Bipedal;Late Triassic;North America;Theropod dinosaur;2007;USA;Small early theropod;Small;https://en.wikipedia.org/wiki/Dromomeron;1283
Duonychus;Duonychus;Two-claw;Carnivore;3.0;100.0;1.5;Bipedal;Late Cretaceous;North America;Theropod dinosaur;2006;USA;Small theropod;Small;https://en.wikipedia.org/wiki/Duonychus;1284
Dzharacursor;Dzharacursor;Dzhara runner;Carnivore;1.0;10.0;0.3;Bipedal;Late Cretaceous;Asia;Theropod dinosaur;2009;Asia;Small ornithomimid;Small;https://en.wikipedia.org/wiki/Dzharacursor;1285
Dzharaonyx;Dzharaonyx;Dzhara claw;Carnivore;2.5;40.0;1.0;Bipedal;Late Cretaceous;Asia;Theropod dinosaur;2013;Asia;Small theropod;Small;https://en.wikipedia.org/wiki/Dzharaonyx;1286
Dzharatitanis;Dzharatitanis;Dzhara titan;Herbivore;25.0;35000.0;7.0;Quadrupedal;Late Cretaceous;Asia;Sauropod dinosaur;2021;Asia;Large sauropod;Large;https://en.wikipedia.org/wiki/Dzharatitanis;1287
Edmarka;Edmarka;Edmarka lizard;Carnivore;3.0;90.0;1.5;Bipedal;Late Cretaceous;North America;Theropod dinosaur;2018;USA;Medium theropod;Medium;https://en.wikipedia.org/wiki/Edmarka;1288
Elemgasem;Elemgasem;Elemgasem hunter;Carnivore;6.0;1000.0;3.5;Bipedal;Late Cretaceous;South America;Theropod dinosaur;2020;Argentina;Large predator;Large;https://en.wikipedia.org/wiki/Elemgasem;1289
Emiliasaura;Emiliasaura;Emilia lizard;Herbivore;3.0;700.0;1.0;Bipedal;Late Cretaceous;South America;Ornithopod dinosaur;2019;Argentina;Small ornithopod;Small;https://en.wikipedia.org/wiki/Emiliasaura;1290
Eobrontosaurus;Eobrontosaurus;Ancient thunder lizard;Herbivore;20.0;20000.0;6.0;Quadrupedal;Jurassic;North America;Sauropod dinosaur;2000;USA;Large sauropod;Large;https://en.wikipedia.org/wiki/Eobrontosaurus;1291
Eoneophron;Eoneophron;Ancient bird;Carnivore;0.5;0.3;0.2;Bipedal;Jurassic;Europe;Avialan;1997;Europe;Small early bird;Small;https://en.wikipedia.org/wiki/Eoneophron;1292
Eoplophysis;Eoplophysis;Ancient armor;Herbivore;2.0;50.0;1.2;Quadrupedal;Jurassic;Europe;Ankylosaur dinosaur;1990;Europe;Small armored dinosaur;Small;https://en.wikipedia.org/wiki/Eoplophysis;1293
Erythrovenator;Erythrovenator;Red hunter;Carnivore;4.0;150.0;1.7;Bipedal;Late Triassic;South America;Theropod dinosaur;2019;Brazil;Medium theropod;Medium;https://en.wikipedia.org/wiki/Erythrovenator;1294
Eucoelophysis;Eucoelophysis;True hollow form;Carnivore;2.0;50.0;1.0;Bipedal;Late Triassic;North America;Theropod dinosaur;1998;USA;Small theropod;Small;https://en.wikipedia.org/wiki/Eucoelophysis;1295
Ferganastegos;Ferganastegos;Fergana armored;Herbivore;5.0;1500.0;2.0;Quadrupedal;Jurassic;Asia;Stegosaur dinosaur;2019;Uzbekistan;Medium stegosaur;Medium;https://en.wikipedia.org/wiki/Ferganastegos;1296
Fona;Fona;Fona lizard;Herbivore;3.5;700.0;1.2;Bipedal;Jurassic;Europe;Theropod dinosaur;2019;Europe;Small theropod;Small;https://en.wikipedia.org/wiki/Fona;1297
Foraminacephale;Foraminacephale;Foramina head;Herbivore;3.5;900.0;1.2;Quadrupedal;Late Cretaceous;North America;Pachycephalosaur dinosaur;2011;Canada;Small pachycephalosaur;Small;https://en.wikipedia.org/wiki/Foraminacephale;1298
Fosterovenator;Fosterovenator;Foster hunter;Carnivore;2.5;80.0;1.2;Bipedal;Late Jurassic;North America;Theropod dinosaur;2008;USA;Small theropod;Small;https://en.wikipedia.org/wiki/Fosterovenator;1299
Furcatoceratops;Furcatoceratops;Forked horned face;Herbivore;5.0;1500.0;2.0;Quadrupedal;Late Cretaceous;North America;Ceratopsian dinosaur;2019;USA;Medium ceratopsian;Medium;https://en.wikipedia.org/wiki/Furcatoceratops;1300
Fylax;Fylax;Fylax guardian;Carnivore;3.0;300.0;1.5;Bipedal;Late Cretaceous;Europe;Theropod dinosaur;2020;Europe;Medium theropod;Medium;https://en.wikipedia.org/wiki/Fylax;1301
Galveosaurus;Galveosaurus;Galve lizard;Herbivore;8.0;4000.0;3.0;Quadrupedal;Late Jurassic;Europe;Sauropod dinosaur;2005;Spain;Medium sauropod;Medium;https://en.wikipedia.org/wiki/Galveosaurus;1302
Gandititan;Gandititan;Gandi titan;Herbivore;22.0;25000.0;7.0;Quadrupedal;Late Cretaceous;Asia;Sauropod dinosaur;2005;India;Large sauropod;Large;https://en.wikipedia.org/wiki/Gandititan;1303
Garrigatitan;Garrigatitan;Garriga titan;Herbivore;24.0;30000.0;7.5;Quadrupedal;Late Cretaceous;Europe;Sauropod dinosaur;2018;Spain;Large sauropod;Large;https://en.wikipedia.org/wiki/Garrigatitan;1304
Garumbatitan;Garumbatitan;Garumba titan;Herbivore;20.0;20000.0;6.5;Quadrupedal;Late Cretaceous;South America;Sauropod dinosaur;2020;Argentina;Large sauropod;Large;https://en.wikipedia.org/wiki/Garumbatitan;1305
Gastonia (genus also refers to a plant);Gastonia;Gastonia;Herbivore;6.0;3500.0;2.5;Quadrupedal;Jurassic;North America;Ankylosaur dinosaur;1998;USA;Medium ankylosaur;Medium;https://en.wikipedia.org/wiki/Gastonia;1306
Gobihadros;Gobihadros;Gobi hadrosaur;Herbivore;7.0;3500.0;2.5;Bipedal;Late Cretaceous;Asia;Hadrosaur dinosaur;2016;Mongolia;Medium hadrosaur;Medium;https://en.wikipedia.org/wiki/Gobihadros;1307
Gonkoken;Gonkoken;Gonkoken;Herbivore;8.0;4000.0;3.0;Bipedal;Late Cretaceous;South America;Hadrosaur dinosaur;2021;Chile;Medium hadrosaur;Medium;https://en.wikipedia.org/wiki/Gonkoken;1308
Gremlin;Gremlin;Gremlin;Carnivore;2.0;50.0;1.0;Bipedal;Late Cretaceous;North America;Theropod dinosaur;2022;USA;Small theropod;Small;https://en.wikipedia.org/wiki/Gremlin;1309
Guemesia;Guemesia;Guemesia;Carnivore;3.5;150.0;1.5;Bipedal;Late Cretaceous;South America;Theropod dinosaur;2021;Argentina;Medium theropod;Medium;https://en.wikipedia.org/wiki/Guemesia;1310
Haestasaurus;Haestasaurus;Haesta lizard;Herbivore;22.0;25000.0;7.0;Quadrupedal;Jurassic;Europe; Sauropod dinosaur;2014;UK;Large sauropod;Large;https://en.wikipedia.org/wiki/Haestasaurus;1311
Halszkaraptor;Halszkaraptor;Halszkaraptor;Carnivore;2.0;30.0;1.0;Bipedal;Late Cretaceous;Asia;Theropod dinosaur;2017;Mongolia;Small theropod;Small;https://en.wikipedia.org/wiki/Halszkaraptor;1312
Hamititan;Hamititan;Hami titan;Herbivore;20.0;20000.0;6.5;Quadrupedal;Late Cretaceous;Asia;Sauropod dinosaur;2012;China;Large sauropod;Large;https://en.wikipedia.org/wiki/Hamititan;1313
Harenadraco;Harenadraco;Harena dragon;Carnivore;1.5;20.0;0.8;Bipedal;Late Cretaceous;Europe;Theropod dinosaur;2017;Europe;Small theropod;Small;https://en.wikipedia.org/wiki/Harenadraco;1314
Hesperonyx;Hesperonyx;Hesperonyx;Carnivore;3.0;100.0;1.5;Bipedal;Late Cretaceous;North America;Theropod dinosaur;2009;USA;Medium theropod;Medium;https://en.wikipedia.org/wiki/Hesperonyx;1315
Hesperornithoides;Hesperornithoides;Bird-like hunter;Carnivore;0.8;1.0;0.3;Bipedal;Late Jurassic;North America;Avialan dinosaur;2019;USA;Small bird-like dinosaur;Small;https://en.wikipedia.org/wiki/Hesperornithoides;1316
Hongshanosaurus;Hongshanosaurus;Hongshan lizard;Herbivore;6.0;2500.0;2.0;Bipedal;Late Cretaceous;Asia;Hadrosaur dinosaur;2007;China;Medium hadrosaur;Medium;https://en.wikipedia.org/wiki/Hongshanosaurus;1317
Huadanosaurus;Huadanosaurus;Huada lizard;Herbivore;7.0;3500.0;2.5;Bipedal;Late Cretaceous;Asia;Hadrosaur dinosaur;2013;China;Medium hadrosaur;Medium;https://en.wikipedia.org/wiki/Huadanosaurus;1318
Hualianceratops;Hualianceratops;Hualian horned face;Herbivore;3.0;150.0;1.0;Bipedal;Late Cretaceous;Asia;Ceratopsian dinosaur;2015;China;Small ceratopsian;Small;https://en.wikipedia.org/wiki/Hualianceratops;1319
Huallasaurus;Huallasaurus;Hualla lizard;Herbivore;7.0;3500.0;2.5;Bipedal;Late Cretaceous;South America;Hadrosaur dinosaur;2018;Argentina;Medium hadrosaur;Medium;https://en.wikipedia.org/wiki/Huallasaurus;1320
Huanansaurus;Huanansaurus;Huanan lizard;Herbivore;7.0;3000.0;2.3;Bipedal;Late Cretaceous;Asia;Theropod dinosaur;2012;China;Medium theropod;Medium;https://en.wikipedia.org/wiki/Huanansaurus;1321
Huangshanlong;Huangshanlong;Huangshan dragon;Herbivore;20.0;25000.0;7.0;Quadrupedal;Late Cretaceous;Asia;Sauropod dinosaur;2014;China;Large sauropod;Large;https://en.wikipedia.org/wiki/Huangshanlong;1322
Huaxiazhoulong;Huaxiazhoulong;Huaxiazhou dragon;Herbivore;18.0;23000.0;6.5;Quadrupedal;Late Jurassic;Asia;Sauropod dinosaur;2019;China;Large sauropod;Large;https://en.wikipedia.org/wiki/Huaxiazhoulong;1323
Huinculsaurus;Huinculsaurus;Huincul lizard;Carnivore;8.0;2500.0;3.0;Bipedal;Late Cretaceous;South America;Theropod dinosaur;2004;Argentina;Medium theropod;Medium;https://en.wikipedia.org/wiki/Huinculsaurus;1324
Hypnovenator;Hypnovenator;Hypno hunter;Carnivore;2.0;50.0;1.0;Bipedal;Late Cretaceous;North America;Theropod dinosaur;2017;USA;Small theropod;Small;https://en.wikipedia.org/wiki/Hypnovenator;1325
Iani;Iani;Iani;Herbivore;2.0;100.0;1.2;Bipedal;Late Cretaceous;North America;Ornithopod dinosaur;2023;USA;Small ornithopod;Small;https://en.wikipedia.org/wiki/Iani;1326
Iberospinus;Iberospinus;Iberian spine;Carnivore;9.0;4500.0;3.5;Bipedal;Late Cretaceous;Europe;Theropod dinosaur;2021;Spain;Large spinosaur;Medium;https://en.wikipedia.org/wiki/Iberospinus;1327
Ibirania;Ibirania;Ibirania;Herbivore;7.5;4000.0;2.5;Bipedal;Late Cretaceous;South America;Titanosaur dinosaur;2022;Brazil;Large titanosaur;Large;https://en.wikipedia.org/wiki/Ibirania;1328
Igai;Igai;Igai;Herbivore;6.0;3500.0;2.3;Bipedal;Late Cretaceous;North Africa;Titanosaur dinosaur;2021;Morocco;Medium titanosaur;Medium;https://en.wikipedia.org/wiki/Igai;1329
Ignotosaurus;Ignotosaurus;Unknown lizard;Herbivore;7.0;3500.0;2.5;Bipedal;Late Cretaceous;South America;Titanosaur dinosaur;2019;Argentina;Large titanosaur;Large;https://en.wikipedia.org/wiki/Ignotosaurus;1330
Inawentu;Inawentu;Unexpected;Herbivore;5.0;2000.0;2.0;Bipedal;Late Cretaceous;South America;Titanosaur dinosaur;2017;Argentina;Medium titanosaur;Medium;https://en.wikipedia.org/wiki/Inawentu;1331
Ingentia;Ingentia;Huge one;Herbivore;10.0;8000.0;4.5;Bipedal;Late Jurassic;South America;Sauropod dinosaur;2015;Argentina;Large sauropod;Large;https://en.wikipedia.org/wiki/Ingentia;1332
Invictarx;Invictarx;Unconquered shield;Herbivore;6.0;3500.0;2.5;Quadrupedal;Late Cretaceous;North America;Ankylosaur dinosaur;2018;USA;Medium ankylosaur;Medium;https://en.wikipedia.org/wiki/Invictarx;1333
